order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2153536,8037,train,22,5,13,20
2407291,8038,train,19,0,13,13
315178,8039,train,8,3,9,0
1468569,8041,train,4,0,10,15
3360456,8042,train,5,3,9,0
2654165,8043,train,23,6,11,30
3164338,8044,train,20,2,18,20
375256,8045,train,4,4,23,26
2575332,8047,train,14,4,11,15
2500568,8049,train,6,1,10,6
1488589,8051,train,23,0,21,7
2604617,8052,train,16,0,19,30
499831,8054,train,50,0,22,8
2495911,8055,train,13,2,15,4
1405940,8056,train,4,0,22,30
993889,8057,train,4,2,18,23
1090224,8058,train,80,0,17,0
666096,8059,train,54,3,16,2
1391876,8061,train,53,2,22,5
219136,8062,train,22,5,8,5
3201609,8063,train,14,1,17,30
1546485,8065,train,11,0,15,30
547170,8066,train,11,4,20,19
1468188,8067,train,5,2,11,30
2408661,8069,train,8,0,15,30
3091404,8070,train,29,5,9,24
2077829,8072,train,68,2,21,5
951858,8074,train,19,1,13,8
1851420,8075,train,22,6,12,14
2995135,8076,train,9,0,9,14
2738557,8078,train,5,6,9,30
3331190,8079,train,25,3,16,16
1378640,8081,train,7,0,11,30
2896262,8082,train,22,5,9,5
2979182,8086,train,100,3,10,7
2811747,8087,train,13,3,10,20
427101,8088,train,10,5,15,5
2512954,8089,train,15,5,16,1
1121698,8091,train,92,6,8,5
331218,8093,train,8,2,14,8
2798748,8096,train,23,1,9,10
710162,8097,train,11,6,12,6
681658,8098,train,6,5,12,30
2954808,8099,train,10,1,17,19
2234322,8100,train,68,3,13,1
1917142,8101,train,6,5,12,23
2123797,8103,train,4,6,10,30
995649,8104,train,17,0,15,30
687408,8105,train,39,6,19,23
2041232,8106,train,27,1,9,4
1916401,8107,train,11,3,16,30
608208,8108,train,10,5,10,30
3194461,8109,train,10,3,16,17
2399306,8110,train,40,6,13,3
2301509,8111,train,10,0,14,9
289521,8112,train,21,1,9,7
2239721,8115,train,4,0,11,22
951487,8116,train,49,5,19,12
654256,8119,train,19,0,13,14
2472122,8120,train,6,6,2,14
1054114,8123,train,20,6,10,15
1016109,8126,train,14,5,11,5
2827233,8128,train,8,2,18,13
2191706,8129,train,19,1,9,7
3334683,8130,train,13,5,8,23
3141535,8131,train,17,1,9,6
816234,8132,train,29,0,9,8
219668,8135,train,9,0,9,14
3075592,8136,train,5,1,12,17
1002408,8137,train,13,1,20,4
138480,8138,train,14,3,18,14
1725325,8141,train,61,2,11,1
667315,8145,train,8,3,17,30
2255101,8146,train,14,2,17,4
1802615,8147,train,6,0,16,30
2555087,8148,train,32,0,20,20
2095000,8149,train,4,6,8,6
1240705,8153,train,8,5,19,4
2124577,8154,train,6,6,14,30
1457006,8156,train,25,5,6,4
324212,8159,train,18,6,10,30
42008,8160,train,8,4,11,15
101110,8161,train,76,0,15,7
749143,8162,train,15,3,10,4
1264040,8163,train,5,0,16,30
490951,8167,train,38,5,23,6
1009487,8168,train,9,1,7,0
515688,8169,train,6,6,17,16
1532797,8170,train,42,0,15,30
688936,8171,train,4,2,6,30
1928271,8172,train,24,5,9,7
530111,8173,train,44,2,10,30
162498,8174,train,10,4,10,8
2421816,8175,train,4,1,14,30
3068396,8179,train,6,1,21,21
3354259,8180,train,31,3,16,28
2624051,8181,train,21,4,14,0
485817,8182,train,39,2,11,30
184040,8184,train,6,4,14,17
2475921,8185,train,54,0,11,5
204706,8187,train,36,0,18,7
1068605,8188,train,6,5,17,21
2645053,8190,train,17,3,6,24
2494416,8194,train,6,0,17,18
879185,8195,train,14,1,14,9
350268,8197,train,15,0,14,28
2372384,8198,train,46,0,11,18
784887,8199,train,26,4,12,19
1138293,8200,train,8,5,17,30
1598240,8201,train,17,5,21,20
867396,8202,train,4,1,7,24
2028831,8203,train,5,4,15,30
254500,8205,train,6,4,17,18
2385139,8206,train,15,1,22,10
1162215,8207,train,40,5,17,3
3361343,8208,train,8,6,11,15
416471,8209,train,49,5,13,15
3102697,8211,train,64,1,7,6
687190,8214,train,5,5,9,30
294714,8215,train,39,1,16,10
2579798,8217,train,22,1,14,3
2154608,8218,train,13,6,11,14
1075974,8219,train,6,2,19,13
94667,8220,train,100,1,13,3
1594379,8221,train,29,0,9,7
183697,8222,train,4,6,13,6
2588003,8223,train,6,6,13,26
3285669,8224,train,28,2,8,30
3179424,8226,train,6,6,19,15
92364,8227,train,5,6,9,30
839208,8228,train,27,3,12,9
2879860,8230,train,9,5,10,14
551072,8231,train,6,6,10,17
631466,8234,train,9,5,11,19
430435,8237,train,66,3,17,9
2657891,8239,train,19,6,8,28
2009927,8240,train,38,1,17,4
3103,8242,train,4,0,15,30
210317,8243,train,42,6,17,12
3214914,8244,train,9,0,16,30
2961821,8246,train,19,1,11,13
353314,8247,train,16,5,14,30
2911803,8248,train,27,1,17,30
1679773,8249,train,6,6,15,0
2919217,8250,train,21,6,19,6
1954067,8251,train,4,1,9,7
1390212,8253,train,8,3,14,30
2025148,8254,train,4,0,12,30
341034,8255,train,12,3,10,13
2716624,8256,train,8,0,12,30
493288,8257,train,46,0,17,5
287585,8258,train,12,5,19,30
803642,8259,train,5,0,8,30
1884003,8260,train,16,0,13,4
2923136,8261,train,12,2,17,14
1376263,8263,train,4,1,17,12
60717,8264,train,6,0,9,1
57170,8265,train,57,6,1,7
2276920,8266,train,7,6,11,9
2229164,8268,train,9,1,20,16
716798,8269,train,11,0,19,21
2598678,8270,train,61,5,8,3
1310399,8271,train,6,1,16,30
1320080,8272,train,7,0,10,30
2660034,8273,train,31,6,13,16
1620710,8274,train,31,4,17,30
1120854,8278,train,25,4,18,30
641264,8279,train,8,4,12,3
2653335,8281,train,11,2,20,8
275445,8283,train,17,1,18,30
2974943,8287,train,6,0,17,8
25641,8288,train,8,1,16,5
388976,8289,train,43,5,7,7
3405079,8290,train,44,6,19,10
447070,8292,train,23,0,18,13
3419587,8293,train,6,1,10,30
3070593,8296,train,12,1,17,27
1308547,8297,train,4,5,11,12
2775865,8299,train,4,2,19,7
3082220,8301,train,7,1,16,30
294642,8302,train,7,3,7,7
995448,8305,train,7,6,9,21
319619,8308,train,27,0,9,7
239463,8309,train,12,6,11,30
581397,8310,train,27,6,8,10
2386254,8311,train,18,2,10,0
1123158,8313,train,10,2,15,8
1594200,8314,train,5,3,16,16
401573,8315,train,6,1,16,30
472807,8316,train,10,5,16,30
2789743,8317,train,5,2,15,24
2981341,8321,train,6,0,16,30
3345922,8323,train,37,1,14,25
847195,8325,train,7,4,12,30
66395,8327,train,22,5,14,7
2466983,8329,train,4,5,12,30
1752844,8330,train,6,2,18,23
1507586,8331,train,6,0,12,30
1059608,8332,train,5,1,23,3
2719054,8333,train,4,4,22,7
1877459,8335,train,10,3,14,7
2009928,8336,train,5,2,18,30
1259011,8337,train,40,4,12,4
1669448,8338,train,49,0,12,6
1453706,8339,train,22,0,13,2
1054308,8341,train,7,3,18,6
3015300,8342,train,5,1,13,9
1999795,8343,train,6,3,13,0
3287888,8344,train,4,6,23,21
78345,8346,train,10,1,15,26
2767214,8348,train,4,5,9,30
2597344,8349,train,58,2,17,4
2881865,8350,train,8,0,14,30
60130,8353,train,5,4,19,17
1391039,8355,train,29,0,15,7
739207,8356,train,52,0,17,2
310438,8358,train,12,6,17,1
3168674,8359,train,100,2,14,4
183856,8362,train,59,6,23,7
570667,8364,train,36,0,14,8
2487194,8368,train,7,6,17,30
2654766,8369,train,9,4,22,30
2928393,8370,train,18,0,22,17
3108637,8371,train,11,0,13,30
1158599,8372,train,11,6,13,30
20385,8374,train,10,0,16,29
1200682,8375,train,6,0,11,30
530284,8376,train,9,0,20,30
114435,8378,train,5,3,13,30
1842708,8379,train,8,5,15,14
2105801,8380,train,14,1,10,21
2345736,8381,train,5,5,20,30
317499,8382,train,4,2,19,4
970737,8383,train,5,4,18,30
1198240,8385,train,17,3,5,7
2346585,8386,train,4,3,15,30
2757811,8388,train,48,4,15,0
1734464,8389,train,9,3,23,30
332036,8390,train,5,3,12,30
1573822,8391,train,7,2,12,23
1242501,8393,train,5,1,11,12
3070510,8394,train,45,0,14,5
1553015,8397,train,19,1,11,3
2632365,8398,train,7,0,17,3
669814,8399,train,4,1,14,30
3200629,8400,train,21,1,9,25
529777,8402,train,4,5,2,1
1299056,8403,train,15,6,5,10
1132287,8404,train,5,5,12,4
1838327,8405,train,12,6,12,11
2112681,8407,train,10,0,15,30
567320,8408,train,5,3,22,9
1303793,8409,train,4,3,11,30
109225,8410,train,8,2,15,20
3146283,8411,train,13,1,13,4
1131771,8412,train,7,6,15,18
1015739,8413,train,4,0,12,6
1882643,8416,train,9,4,17,25
292801,8417,train,86,0,13,6
3112169,8418,train,37,2,7,2
2805743,8419,train,100,0,21,21
1883106,8420,train,100,1,8,3
2539123,8421,train,9,0,16,30
658637,8422,train,47,4,22,7
1848083,8424,train,10,3,13,27
3358350,8425,train,35,1,7,5
2290425,8428,train,4,0,16,30
3196025,8429,train,4,3,21,3
829781,8430,train,9,6,12,14
3366890,8431,train,25,0,11,15
935104,8432,train,26,5,18,30
2070814,8434,train,11,0,15,14
2437244,8435,train,26,0,21,15
2656811,8436,train,32,6,12,12
1451646,8437,train,5,2,9,8
1097439,8438,train,9,6,16,15
1527561,8441,train,15,0,9,30
106995,8442,train,35,0,10,14
1730778,8444,train,6,2,9,30
255114,8445,train,15,0,9,25
127452,8447,train,4,0,17,16
880997,8448,train,41,6,17,5
560203,8449,train,23,6,23,13
604869,8450,train,34,4,20,4
1664170,8451,train,7,0,14,4
798666,8452,train,6,0,11,5
3037241,8456,train,14,2,11,20
1829154,8459,train,23,5,16,5
323610,8460,train,5,4,7,8
1857727,8462,train,20,0,19,14
1283356,8463,train,5,0,14,14
2447166,8464,train,15,5,20,13
3038939,8467,train,5,5,6,30
2866088,8469,train,5,0,16,30
123921,8470,train,24,4,18,2
347228,8471,train,9,4,12,14
3125981,8475,train,15,2,14,7
1791645,8477,train,11,1,13,30
1420690,8478,train,5,4,11,30
3233009,8480,train,12,2,12,7
856024,8483,train,6,6,15,30
816400,8484,train,12,1,10,30
2856016,8485,train,49,0,14,2
1152633,8487,train,7,0,10,30
2712350,8488,train,11,1,20,16
2285434,8489,train,5,2,13,2
1629096,8492,train,31,1,8,7
1840199,8493,train,4,0,13,21
1700511,8495,train,11,0,8,0
2205966,8500,train,76,6,14,9
832219,8501,train,11,5,8,12
2417734,8504,train,4,6,22,30
2381888,8506,train,53,0,14,6
2523806,8507,train,13,6,1,30
1747191,8508,train,16,3,13,20
1171997,8509,train,7,2,17,30
42094,8510,train,15,4,16,4
1930882,8511,train,6,0,15,21
1099740,8514,train,6,5,12,30
2005055,8515,train,4,0,17,30
2876393,8516,train,26,1,14,8
2381669,8517,train,22,1,13,14
2264232,8518,train,31,0,13,19
1834884,8519,train,6,0,9,30
296725,8521,train,4,2,7,23
2787112,8522,train,4,3,13,30
1777538,8523,train,14,5,12,12
1287002,8526,train,18,5,14,30
904997,8527,train,29,4,11,7
2503868,8530,train,36,5,17,18
1408781,8531,train,6,3,19,30
626285,8532,train,7,4,18,4
1404945,8533,train,26,0,15,5
3249515,8534,train,18,5,16,30
109079,8535,train,69,1,23,0
506743,8536,train,8,0,11,30
724567,8537,train,87,0,9,2
3169809,8538,train,5,6,16,28
2547840,8540,train,9,6,15,6
2122707,8542,train,6,1,17,7
764949,8543,train,7,0,14,30
1659983,8544,train,12,1,18,6
3386759,8546,train,21,5,8,30
1049449,8547,train,23,6,8,9
1693529,8549,train,16,3,18,23
2932418,8550,train,9,6,16,30
962181,8552,train,16,1,13,29
1262136,8555,train,13,3,12,30
504757,8557,train,8,2,12,0
991741,8559,train,5,1,14,30
1403354,8560,train,20,3,15,7
2673470,8561,train,8,6,17,30
775542,8563,train,12,3,16,21
569677,8566,train,8,6,10,21
1444715,8568,train,6,3,9,16
353067,8569,train,5,2,7,6
682097,8570,train,7,2,21,30
1442670,8571,train,6,6,7,6
2084091,8573,train,9,5,12,30
234785,8574,train,8,5,13,30
2907997,8577,train,6,4,21,22
150112,8578,train,36,3,18,4
437303,8579,train,4,6,14,21
3026414,8583,train,9,3,18,16
3035413,8584,train,19,1,16,30
621214,8586,train,6,6,11,30
2816962,8587,train,4,3,0,30
802702,8589,train,25,2,21,8
2446157,8590,train,7,1,11,9
573858,8592,train,5,0,10,27
2501464,8593,train,5,2,21,30
1418857,8595,train,7,4,15,30
1296889,8596,train,34,4,12,1
2440104,8599,train,4,3,13,9
465407,8600,train,17,5,19,3
54809,8601,train,64,4,9,2
3016002,8602,train,10,6,15,16
3409119,8603,train,6,3,13,13
680553,8604,train,5,1,17,14
2229457,8606,train,4,0,12,29
3216774,8607,train,4,0,14,20
1906921,8609,train,12,2,21,27
875443,8610,train,5,5,16,8
2915945,8612,train,6,6,22,30
34210,8617,train,7,4,17,30
2207851,8618,train,10,0,19,26
938529,8619,train,12,5,10,30
2571386,8621,train,4,0,18,7
3022097,8622,train,5,4,18,30
2677911,8624,train,15,1,15,30
2330535,8625,train,19,3,20,6
144558,8627,train,29,0,10,2
1937689,8628,train,4,3,11,30
518208,8629,train,4,3,20,4
2724990,8634,train,8,5,10,4
3123324,8635,train,6,6,18,30
1927707,8636,train,19,0,11,6
2609541,8637,train,5,0,13,14
1622649,8638,train,7,2,9,8
202772,8639,train,42,0,17,5
2062697,8641,train,7,4,9,11
328412,8642,train,4,5,6,12
2767180,8646,train,14,3,19,5
518548,8647,train,4,0,13,30
1298503,8649,train,7,5,11,1
1230266,8650,train,34,5,11,25
1445071,8654,train,6,4,10,30
1665869,8657,train,36,2,15,3
997622,8661,train,38,3,9,2
1761911,8662,train,34,2,15,14
3344454,8663,train,4,0,17,2
1014758,8664,train,100,6,8,2
3053489,8665,train,18,5,12,30
2751326,8666,train,12,1,8,30
565507,8667,train,10,1,16,30
1145111,8669,train,11,4,18,30
2324050,8670,train,8,3,9,12
3378881,8672,train,36,4,11,6
2030022,8674,train,11,1,12,6
3386807,8675,train,22,6,10,30
2431272,8676,train,6,1,15,22
716091,8677,train,44,4,15,13
940905,8679,train,6,6,21,12
1053355,8680,train,15,1,10,11
2402120,8681,train,9,3,17,30
330007,8684,train,5,1,16,17
2762132,8685,train,4,4,9,30
1410450,8686,train,6,2,20,30
839512,8688,train,22,4,10,28
1586746,8690,train,14,5,11,30
3045183,8692,train,15,4,17,1
1283482,8693,train,34,5,15,3
1728389,8695,train,11,6,16,30
1483275,8696,train,6,5,15,30
1774393,8698,train,4,6,1,30
2427880,8699,train,7,2,12,12
2353823,8701,train,5,0,17,30
925199,8702,train,14,1,6,30
2699621,8703,train,100,4,12,2
2769359,8704,train,14,0,16,24
319276,8706,train,46,0,9,7
2877507,8707,train,4,3,11,30
2702267,8708,train,5,0,15,7
2753991,8709,train,6,4,13,18
3264488,8711,train,12,3,18,13
2648343,8712,train,14,6,14,8
2873600,8714,train,8,4,8,24
3227000,8717,train,7,2,16,24
684463,8720,train,19,2,0,7
2756159,8721,train,17,6,18,17
1082945,8724,train,15,0,14,30
2747908,8725,train,7,4,22,9
3006451,8726,train,20,0,12,5
637650,8727,train,27,1,9,30
1755578,8728,train,8,1,5,5
2608374,8729,train,4,1,16,30
2205167,8730,train,26,5,20,3
3070224,8731,train,5,4,14,15
1960245,8732,train,4,1,14,6
2819324,8734,train,5,2,14,30
556264,8735,train,10,5,8,25
917743,8736,train,32,3,7,18
610113,8738,train,20,5,5,30
2688053,8740,train,4,5,15,11
2105477,8741,train,13,2,9,11
1928764,8742,train,40,5,11,5
3409913,8744,train,9,2,15,30
1778887,8745,train,8,5,15,30
2993831,8746,train,69,3,15,5
539663,8747,train,82,0,21,4
3370725,8748,train,63,0,15,3
2782557,8749,train,16,6,10,30
2788078,8750,train,19,1,13,30
684228,8751,train,9,5,7,7
2222718,8752,train,25,3,11,30
1943213,8753,train,8,1,10,30
2939375,8754,train,6,5,7,30
1572623,8755,train,5,1,15,30
566425,8756,train,8,4,19,30
2751688,8757,train,5,4,15,8
335516,8759,train,5,0,12,30
684648,8760,train,16,0,15,8
3156384,8761,train,33,5,15,4
480827,8763,train,28,5,15,7
3420909,8765,train,31,0,19,13
437780,8766,train,9,1,16,30
1061826,8767,train,4,6,14,13
2299100,8768,train,11,1,19,7
130411,8769,train,14,1,11,30
2193981,8770,train,40,5,10,10
2150925,8771,train,4,2,14,25
3082386,8772,train,5,3,11,15
3378329,8774,train,4,5,17,7
1778118,8775,train,12,0,16,4
2830281,8776,train,10,6,22,30
172193,8777,train,27,0,17,5
346746,8778,train,24,4,9,7
1246824,8779,train,100,2,12,2
1928396,8782,train,39,3,13,5
1720200,8784,train,17,1,15,4
500607,8786,train,15,2,5,20
1704142,8788,train,17,4,13,22
3075311,8789,train,19,5,18,10
3382467,8792,train,31,2,16,30
1464663,8793,train,6,5,12,30
1757388,8794,train,7,3,15,19
3048584,8795,train,4,0,13,30
3164955,8800,train,12,1,17,30
647049,8801,train,26,0,13,7
2251214,8802,train,5,4,14,4
1231924,8803,train,58,0,11,3
1575040,8805,train,40,0,11,8
921634,8807,train,6,1,11,6
2513262,8808,train,9,5,19,7
3132848,8810,train,30,0,15,15
1202027,8814,train,33,1,9,2
2718607,8816,train,47,1,12,10
2642857,8817,train,23,4,12,23
1633891,8819,train,5,4,12,11
2313862,8820,train,9,0,14,20
2024332,8821,train,15,4,16,13
611935,8822,train,4,1,17,30
3300621,8824,train,5,1,18,30
1908508,8825,train,21,6,12,30
3115090,8827,train,8,6,17,28
2000366,8828,train,8,5,11,30
1513372,8829,train,17,5,18,9
2963894,8830,train,6,4,14,3
19241,8831,train,6,5,1,28
251148,8832,train,100,1,15,3
52794,8834,train,4,0,15,30
3024135,8835,train,10,6,10,6
99201,8836,train,18,6,16,30
1053851,8838,train,7,6,16,30
1178651,8839,train,5,1,16,15
3397867,8841,train,60,0,9,6
2785732,8842,train,49,1,9,7
2877273,8844,train,40,1,20,14
3335224,8845,train,25,3,8,20
673470,8846,train,35,4,21,16
848946,8847,train,14,1,11,13
470719,8848,train,7,6,11,2
1217568,8850,train,4,4,9,9
1422749,8851,train,7,2,14,10
138552,8852,train,45,0,15,1
88434,8853,train,17,6,9,30
2839041,8855,train,33,3,7,26
1679657,8856,train,26,5,16,30
2429281,8857,train,9,2,10,30
514954,8858,train,11,0,17,20
783268,8859,train,9,4,16,14
2107550,8860,train,7,3,17,2
360088,8863,train,4,5,17,5
2881770,8866,train,4,4,13,30
729040,8869,train,6,6,13,30
1958399,8873,train,39,1,12,17
1342905,8875,train,19,1,9,5
1025970,8877,train,6,4,16,17
2282532,8878,train,6,0,11,30
965720,8879,train,6,1,16,26
2200863,8883,train,6,1,15,30
1895655,8884,train,10,2,14,20
3133395,8885,train,10,0,17,30
2639668,8886,train,20,6,6,8
3300947,8887,train,21,0,15,30
3071196,8889,train,8,2,13,30
1403513,8891,train,7,4,13,30
1121824,8892,train,8,4,15,6
3081327,8893,train,26,6,18,1
1979499,8894,train,52,6,14,3
811149,8901,train,4,6,8,2
776140,8905,train,10,3,22,6
3396790,8906,train,12,3,15,30
717086,8907,train,14,0,11,30
2042060,8909,train,4,0,12,2
2239159,8913,train,9,2,17,9
2611704,8914,train,37,5,17,2
1754980,8916,train,16,1,9,30
1877054,8917,train,7,1,15,28
2166329,8918,train,4,2,18,7
113473,8919,train,9,2,7,30
2205805,8922,train,5,3,19,30
2628908,8925,train,17,5,7,9
1949172,8930,train,32,2,11,15
2678406,8935,train,6,0,7,30
2699812,8936,train,4,1,10,30
3286590,8939,train,45,6,12,2
1551349,8940,train,10,3,18,30
434047,8941,train,28,0,12,13
1102358,8943,train,8,6,9,30
2952596,8944,train,29,2,8,5
2898194,8946,train,46,5,9,9
893103,8948,train,22,4,17,3
3115131,8950,train,4,0,18,14
722653,8951,train,5,0,16,30
1977142,8952,train,5,0,9,30
2022240,8955,train,12,1,10,17
147872,8956,train,7,4,12,20
1020001,8957,train,33,6,19,0
2293167,8958,train,9,6,10,14
3314969,8960,train,22,2,11,15
2901098,8961,train,5,3,19,30
307081,8962,train,12,6,9,10
1669653,8963,train,12,5,13,26
2967667,8964,train,22,3,15,2
1807697,8965,train,16,0,20,20
1962350,8966,train,11,3,11,30
524452,8967,train,4,0,10,30
3368917,8971,train,7,1,9,14
41810,8972,train,9,1,19,15
637152,8974,train,23,1,19,29
577424,8975,train,45,6,11,7
494935,8979,train,4,5,21,30
478232,8982,train,28,2,7,18
2424811,8983,train,11,2,15,14
844297,8985,train,6,1,12,30
1752992,8986,train,25,6,15,10
230792,8987,train,8,0,13,30
3193047,8988,train,5,5,16,30
804459,8989,train,4,3,17,30
897000,8990,train,5,5,19,30
1467944,8991,train,42,5,14,30
2753626,8992,train,9,1,19,30
1028759,8993,train,6,2,23,1
2563118,8995,train,10,2,10,29
1065078,8996,train,18,4,18,12
665772,8997,train,6,0,11,3
899607,8998,train,22,4,20,17
42730,8999,train,28,4,18,1
831974,9000,train,11,3,13,20
1285156,9002,train,19,5,11,10
1404288,9003,train,19,4,15,14
2571095,9004,train,35,6,15,13
2460965,9007,train,30,1,16,9
766671,9009,train,9,1,8,30
1297444,9011,train,53,2,21,30
1690821,9012,train,4,1,15,19
270758,9013,train,6,3,9,30
1917974,9015,train,11,0,9,30
2726332,9016,train,4,0,16,4
1094987,9018,train,12,4,9,19
2368002,9021,train,4,3,17,12
1808034,9024,train,4,4,9,30
796973,9025,train,9,3,8,18
1128308,9026,train,6,1,17,30
1139330,9028,train,5,0,8,7
1959522,9030,train,5,4,17,6
903128,9031,train,5,6,20,10
2651528,9032,train,8,6,20,10
2730565,9033,train,12,2,15,22
2626831,9034,train,11,2,14,30
101815,9035,train,9,5,10,1
1759693,9038,train,4,4,16,30
985034,9039,train,7,5,11,20
637136,9042,train,7,6,11,27
521049,9043,train,7,0,12,8
1436141,9045,train,15,0,10,30
2559397,9046,train,17,0,1,30
2244372,9047,train,10,3,14,30
346171,9048,train,4,5,16,20
2548565,9049,train,65,0,23,6
221175,9051,train,7,4,18,25
124860,9052,train,18,1,15,30
1078536,9053,train,21,5,16,7
3069396,9054,train,12,5,19,23
1578988,9057,train,5,5,19,14
411405,9059,train,7,2,20,6
3149676,9060,train,6,1,10,30
1603437,9061,train,8,0,18,7
814144,9062,train,46,6,17,27
1773374,9064,train,4,4,18,9
1399117,9066,train,29,2,16,30
3245195,9067,train,23,0,10,14
3289335,9068,train,10,2,15,9
1021523,9069,train,10,0,8,8
1301401,9070,train,61,0,12,6
2681577,9072,train,5,6,16,10
3054926,9073,train,11,6,14,5
2685527,9074,train,10,1,9,7
191427,9075,train,7,5,11,7
2696026,9077,train,16,1,17,30
2672820,9078,train,11,0,12,4
679197,9079,train,10,6,18,4
3123179,9080,train,7,0,11,30
2250222,9081,train,10,2,10,30
3284115,9082,train,100,2,8,3
500175,9083,train,33,0,19,21
2438764,9084,train,30,1,8,7
1011289,9085,train,6,2,22,18
1433200,9086,train,17,1,13,30
1331849,9087,train,8,1,19,20
798081,9089,train,5,1,12,11
1495714,9090,train,10,3,11,5
2125993,9092,train,11,5,11,7
2816101,9093,train,24,1,16,3
1505540,9094,train,5,6,13,18
3126177,9097,train,49,3,17,5
1576267,9098,train,16,6,13,6
1001539,9099,train,4,1,14,6
76458,9104,train,29,0,14,6
2242601,9105,train,17,2,21,0
1990044,9106,train,100,0,12,2
2037068,9107,train,11,0,7,18
3294975,9108,train,5,4,11,0
3063121,9109,train,8,5,10,30
2899238,9110,train,5,0,9,7
1240776,9111,train,9,6,9,15
2965980,9112,train,4,0,19,30
3192932,9113,train,17,1,17,30
2850884,9114,train,12,5,19,14
1164706,9115,train,24,2,14,30
2913354,9116,train,6,0,14,0
1511988,9117,train,7,0,16,30
1532450,9118,train,14,2,7,30
2413014,9121,train,11,4,16,30
219512,9122,train,8,5,15,7
802838,9124,train,15,6,5,30
2866006,9125,train,7,4,14,30
1623951,9126,train,10,0,14,22
3333726,9128,train,8,5,15,9
1167884,9130,train,11,3,21,3
2484156,9131,train,9,1,17,30
2506397,9136,train,16,5,12,29
413030,9137,train,7,6,12,27
2330143,9139,train,6,6,17,20
1318485,9141,train,96,1,19,5
3352189,9143,train,38,2,22,0
1632579,9144,train,20,1,15,4
3267002,9145,train,9,1,13,30
2282120,9147,train,4,0,14,30
2361570,9148,train,27,6,13,14
1509921,9149,train,5,4,15,30
940480,9150,train,14,4,13,8
1564434,9153,train,4,1,20,30
1569763,9154,train,14,1,8,13
1416486,9155,train,4,6,18,28
3276861,9156,train,9,1,13,20
3194880,9159,train,7,1,16,10
2851109,9160,train,7,3,12,30
951105,9161,train,10,2,20,30
1424130,9162,train,18,6,17,21
2267897,9164,train,4,5,8,30
1934814,9165,train,8,6,14,27
3168154,9168,train,4,3,11,30
2561926,9169,train,10,6,10,1
1599873,9170,train,20,3,16,28
1999364,9171,train,16,1,13,13
2110952,9172,train,35,3,22,3
474914,9176,train,17,3,16,30
3023521,9177,train,8,6,12,30
3157693,9182,train,23,6,12,7
2278291,9183,train,9,4,17,6
3333941,9184,train,7,0,9,29
2102977,9186,train,15,6,18,7
2855096,9187,train,10,6,16,30
693041,9188,train,4,0,11,6
1695091,9190,train,5,6,8,30
516998,9191,train,7,5,15,18
811727,9192,train,74,6,14,7
3287843,9194,train,30,4,18,2
2956387,9195,train,26,0,16,19
2912870,9197,train,27,4,17,0
2416061,9198,train,4,1,14,30
2241347,9199,train,30,0,21,5
2909867,9200,train,6,6,17,30
738415,9201,train,5,1,9,30
2081068,9202,train,4,6,8,29
2559013,9203,train,20,1,13,21
1246354,9204,train,8,3,15,20
2367128,9205,train,13,6,17,6
1917704,9207,train,11,6,16,30
941421,9208,train,27,4,12,15
1794608,9209,train,65,4,11,12
3084277,9211,train,16,4,14,0
1358775,9212,train,6,4,14,30
2881165,9213,train,35,6,18,6
2010027,9214,train,27,0,12,8
2917874,9217,train,4,4,11,10
3136516,9220,train,25,4,15,8
1054275,9221,train,58,4,16,1
1818551,9223,train,4,6,15,3
2387016,9224,train,4,1,13,30
2546071,9225,train,4,5,7,30
940058,9226,train,16,5,23,30
300481,9227,train,18,6,11,7
2684070,9230,train,18,2,4,22
2474127,9232,train,9,3,9,30
1611547,9234,train,9,1,15,10
471886,9235,train,8,2,9,30
1709599,9236,train,4,0,8,7
811540,9239,train,89,5,18,2
3364789,9240,train,18,6,11,10
1376269,9241,train,13,3,9,7
1946618,9242,train,17,6,9,7
939532,9244,train,25,1,7,27
2348331,9245,train,9,4,14,30
154116,9247,train,16,4,5,18
2391914,9248,train,14,0,19,30
1674173,9250,train,43,5,10,4
2405808,9251,train,43,0,10,22
2356392,9255,train,12,1,13,30
2304577,9256,train,8,5,12,30
2161983,9258,train,4,0,13,8
2699399,9266,train,8,5,19,30
1970017,9267,train,4,2,12,30
641528,9270,train,5,1,19,30
1564598,9271,train,7,0,9,12
1135060,9273,train,15,3,10,24
112518,9274,train,38,3,20,1
929263,9278,train,23,1,16,9
124383,9280,train,4,2,11,21
1984804,9281,train,4,0,15,8
1968947,9283,train,8,6,14,7
1562185,9284,train,5,6,17,30
3175848,9285,train,6,0,8,22
3170559,9286,train,13,3,18,1
1576711,9288,train,18,0,8,17
3182752,9289,train,4,1,16,30
311051,9291,train,51,6,14,7
2179967,9293,train,6,2,9,30
1049060,9296,train,9,1,9,17
1797084,9297,train,4,0,18,30
2301319,9298,train,5,1,10,30
2491563,9299,train,5,5,15,30
2756058,9300,train,15,6,18,12
2574708,9301,train,6,3,14,29
732115,9303,train,67,0,17,7
122647,9304,train,4,0,14,21
531589,9305,train,14,6,15,14
613327,9306,train,8,0,19,30
2698762,9308,train,8,2,16,30
3256605,9310,train,23,2,9,13
1733735,9311,train,5,5,21,8
787916,9312,train,8,6,13,14
272821,9313,train,8,2,12,17
